epoch,train_loss,val_loss,val_roc_auc_score
1,0.6270016799680889,0.5454367995262146,0.8086753919476909
2,0.5368695694487542,0.465341180562973,0.8244276024583639
3,0.5152433017501608,0.5720507502555847,0.8329724336316062
4,0.49423346912954,0.5344910621643066,0.830706195798703
5,0.4864411862799898,0.5242419838905334,0.8345009500153913
6,0.46986552502494305,0.5240931510925293,0.8295332717680901
7,0.4657409025821835,0.5357381105422974,0.8249424152681802
8,0.45199069572845474,0.5232650637626648,0.830477979810846
9,0.4359866873710416,0.5727777481079102,0.8295226570709805
10,0.42760661360807717,0.5078012347221375,0.8213387255994652
11,0.41249192142277025,0.5768012404441833,0.8284134212230254
12,0.40098497952567413,0.5911949276924133,0.8256429852774151
13,0.3904522745870054,0.5562816262245178,0.8257597469456209
14,0.3704944323399104,0.539282500743866,0.8220286809115902
15,0.3588697466766462,0.6211973428726196,0.8191043318578906
