epoch,train_loss,val_loss,val_roc_auc_score
1,0.5960832269752727,0.534782350063324,0.7821043958594439
2,0.5233957351422778,0.559455931186676,0.8026331058812608
3,0.4914259588017183,0.4827037453651428,0.7976488882699717
4,0.4714958865852917,0.43254005908966064,0.7959313930278976
5,0.466383991930999,0.47030729055404663,0.7999292113447524
6,0.43517736599725837,0.5059422850608826,0.8108260223738569
7,0.4151005678317126,0.5079444646835327,0.8123694471522072
8,0.3835052117997525,0.5041690468788147,0.7844079283293878
9,0.3631125950930165,0.6402862668037415,0.7973413637840598
10,0.32306432948977337,0.4557456970214844,0.8162106020517104
11,0.26925072269696815,0.6047151684761047,0.8082613842083275
12,0.22280562335953993,0.7364820241928101,0.7884289560414056
13,0.1867693830281496,0.5927224159240723,0.7751705890544492
14,0.13676973302647763,0.5902968645095825,0.7837986817063547
15,0.10009716312930572,0.8458448052406311,0.7885653112379892
16,0.07058999751256231,0.9577292799949646,0.7705983382073065
17,0.06879532587093612,0.9890556335449219,0.7781675022048925
18,0.0708916184638499,0.8322228193283081,0.7692202803694936
19,0.03499543483588187,1.4034435749053955,0.7880605068931903
20,0.07260357714988583,1.2222219705581665,0.762271967692522
