epoch,train_loss,val_loss,val_roc_auc_score
1,0.6248123280349231,0.6131450533866882,0.798926647369668
2,0.5402533760856069,0.5586483478546143,0.8178493804015288
3,0.5186861976981163,0.6112445592880249,0.820594567311159
4,0.503688862754239,0.5143450498580933,0.8260128349076524
5,0.48124126853450894,0.484859824180603,0.8316886247283141
6,0.47286896289341035,0.5739018321037292,0.8278875966995951
7,0.45559853386311305,0.5052993297576904,0.831487757393463
8,0.43929309332891114,0.5311058163642883,0.8303134560512573
9,0.42759979770533624,0.5351095199584961,0.8166390259479392
10,0.40391245153215194,0.5639265775680542,0.8141359099290268
11,0.38805046015315586,0.6192961931228638,0.8161909372778872
12,0.37520040051331593,0.668648362159729,0.8163506010568712
13,0.36404410524973796,0.619769811630249,0.7969411510213332
14,0.3456260661284129,0.7009824514389038,0.7871733330586429
15,0.3315513194316909,0.655785322189331,0.7896609977441054
